c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
0.682,-0.818,0.136,,0.416,-1.007,0.591,,0.221,-0.544,0.323,,,,0.416,-1.007,0.591,,,0.589,-0.724,0.135,0,,,,0.416,-1.007,0.591,1,,0.416,-1.007,0.591,1,,,0.65,-1.038,0.387,1,,,,0.65,-1.038,0.387,1,,,,,0.416,-1.007,0.591,1,,,,,0.65,-1.038,0.387,0,,,,0.65,-1.038,0.387,0,,,,0.65,-1.038,0.387,0
0.699,-0.838,0.14,,0.38,-0.973,0.593,,0.238,-0.513,0.274,,,,0.38,-0.973,0.593,,,0.579,-0.718,0.139,0,,,,0.38,-0.973,0.593,1,,0.38,-0.973,0.593,1,,,0.629,-1.039,0.41,1,,,,0.629,-1.039,0.41,1,,,,,0.38,-0.973,0.593,1,,,,,0.629,-1.039,0.41,0,,,,0.629,-1.039,0.41,0,,,,0.629,-1.039,0.41,0
0.704,-0.868,0.163,,0.309,-0.92,0.611,,0.247,-0.464,0.217,,,,0.309,-0.92,0.611,,,0.552,-0.714,0.162,0,,,,0.309,-0.92,0.611,1,,0.309,-0.92,0.611,1,,,0.591,-1.039,0.448,1,,,,0.591,-1.039,0.448,1,,,,,0.309,-0.92,0.611,1,,,,,0.591,-1.039,0.448,0,,,,0.591,-1.039,0.448,0,,,,0.591,-1.039,0.448,0
0.703,-0.902,0.199,,0.217,-0.856,0.639,,0.253,-0.409,0.156,,,,0.217,-0.856,0.639,,,0.516,-0.713,0.198,0,,,,0.217,-0.856,0.639,1,,0.217,-0.856,0.639,1,,,0.546,-1.038,0.492,1,,,,0.546,-1.038,0.492,1,,,,,0.217,-0.856,0.639,1,,,,,0.546,-1.038,0.492,0,,,,0.546,-1.038,0.492,0,,,,0.546,-1.038,0.492,0
0.699,-0.936,0.237,,0.125,-0.79,0.665,,0.26,-0.356,0.097,,,,0.125,-0.79,0.665,,,0.48,-0.716,0.237,0,,,,0.125,-0.79,0.665,1,,0.125,-0.79,0.665,1,,,0.502,-1.035,0.532,1,,,,0.502,-1.035,0.532,1,,,,,0.125,-0.79,0.665,1,,,,,0.502,-1.035,0.532,0,,,,0.502,-1.035,0.532,0,,,,0.502,-1.035,0.532,0
0.696,-0.967,0.27,,0.05,-0.732,0.682,,0.272,-0.315,0.043,,,,0.05,-0.732,0.682,,,0.451,-0.721,0.27,0,,,,0.05,-0.732,0.682,1,,0.05,-0.732,0.682,1,,,0.468,-1.03,0.562,1,,,,0.468,-1.03,0.562,1,,,,,0.05,-0.732,0.682,1,,,,,0.468,-1.03,0.562,0,,,,0.468,-1.03,0.562,0,,,,0.468,-1.03,0.562,0
0.699,-0.99,0.291,,0.004,-0.688,0.683,,0.293,-0.291,-0.002,,,,0.004,-0.688,0.683,,,0.435,-0.726,0.291,0,,,,0.004,-0.688,0.683,1,,0.004,-0.688,0.683,1,,,0.449,-1.024,0.574,1,,,,0.449,-1.024,0.574,1,,,,,0.004,-0.688,0.683,1,,,,,0.449,-1.024,0.574,0,,,,0.449,-1.024,0.574,0,,,,0.449,-1.024,0.574,0
0.708,-1.004,0.295,,-0.005,-0.66,0.665,,0.324,-0.287,-0.037,,,,-0.005,-0.66,0.665,,,0.434,-0.729,0.295,0,,,,-0.005,-0.66,0.665,1,,-0.005,-0.66,0.665,1,,,0.447,-1.016,0.569,1,,,,0.447,-1.016,0.569,1,,,,,-0.005,-0.66,0.665,1,,,,,0.447,-1.016,0.569,0,,,,0.447,-1.016,0.569,0,,,,0.447,-1.016,0.569,0
0.726,-1.007,0.281,,0.023,-0.651,0.628,,0.363,-0.301,-0.062,,,,0.023,-0.651,0.628,,,0.448,-0.728,0.281,0,,,,0.023,-0.651,0.628,1,,0.023,-0.651,0.628,1,,,0.462,-1.007,0.546,1,,,,0.462,-1.007,0.546,1,,,,,0.023,-0.651,0.628,1,,,,,0.462,-1.007,0.546,0,,,,0.462,-1.007,0.546,0,,,,0.462,-1.007,0.546,0
0.75,-1,0.25,,0.082,-0.656,0.573,,0.41,-0.33,-0.08,,,,0.082,-0.656,0.573,,,0.475,-0.724,0.25,0,,,,0.082,-0.656,0.573,1,,0.082,-0.656,0.573,1,,,0.489,-0.996,0.507,1,,,,0.489,-0.996,0.507,1,,,,,0.082,-0.656,0.573,1,,,,,0.489,-0.996,0.507,0,,,,0.489,-0.996,0.507,0,,,,0.489,-0.996,0.507,0
0.78,-0.986,0.206,,0.164,-0.671,0.507,,0.461,-0.369,-0.093,,,,0.164,-0.671,0.507,,,0.511,-0.716,0.205,0,,,,0.164,-0.671,0.507,1,,0.164,-0.671,0.507,1,,,0.527,-0.984,0.457,1,,,,0.527,-0.984,0.457,1,,,,,0.164,-0.671,0.507,1,,,,,0.527,-0.984,0.457,0,,,,0.527,-0.984,0.457,0,,,,0.527,-0.984,0.457,0
0.813,-0.966,0.153,,0.257,-0.692,0.434,,0.514,-0.41,-0.104,,,,0.257,-0.692,0.434,,,0.551,-0.704,0.153,0,,,,0.257,-0.692,0.434,1,,0.257,-0.692,0.434,1,,,0.57,-0.971,0.401,1,,,,0.57,-0.971,0.401,1,,,,,0.257,-0.692,0.434,1,,,,,0.57,-0.971,0.401,0,,,,0.57,-0.971,0.401,0,,,,0.57,-0.971,0.401,0
0.846,-0.943,0.097,,0.352,-0.712,0.36,,0.564,-0.449,-0.116,,,,0.352,-0.712,0.36,,,0.593,-0.689,0.096,0,,,,0.352,-0.712,0.36,1,,0.352,-0.712,0.36,1,,,0.614,-0.956,0.342,1,,,,0.614,-0.956,0.342,1,,,,,0.352,-0.712,0.36,1,,,,,0.614,-0.956,0.342,0,,,,0.614,-0.956,0.342,0,,,,0.614,-0.956,0.342,0
0.877,-0.919,0.041,,0.438,-0.727,0.29,,0.611,-0.48,-0.131,,,,0.438,-0.727,0.29,,,0.63,-0.671,0.041,0,,,,0.438,-0.727,0.29,1,,0.438,-0.727,0.29,1,,,0.656,-0.939,0.284,1,,,,0.656,-0.939,0.284,1,,,,,0.438,-0.727,0.29,1,,,,,0.656,-0.939,0.284,0,,,,0.656,-0.939,0.284,0,,,,0.656,-0.939,0.284,0
0.905,-0.896,-0.009,,0.508,-0.734,0.226,,0.652,-0.501,-0.151,,,,0.508,-0.734,0.226,,,0.66,-0.652,-0.009,0,,,,0.508,-0.734,0.226,1,,0.508,-0.734,0.226,1,,,0.691,-0.922,0.231,1,,,,0.691,-0.922,0.231,1,,,,,0.508,-0.734,0.226,1,,,,,0.691,-0.922,0.231,0,,,,0.691,-0.922,0.231,0,,,,0.691,-0.922,0.231,0
0.927,-0.876,-0.051,,0.558,-0.73,0.173,,0.686,-0.509,-0.177,,,,0.558,-0.73,0.173,,,0.681,-0.63,-0.051,0,,,,0.558,-0.73,0.173,1,,0.558,-0.73,0.173,1,,,0.716,-0.903,0.186,1,,,,0.716,-0.903,0.186,1,,,,,0.558,-0.73,0.173,1,,,,,0.716,-0.903,0.186,0,,,,0.716,-0.903,0.186,0,,,,0.716,-0.903,0.186,0
0.942,-0.86,-0.082,,0.583,-0.713,0.131,,0.712,-0.503,-0.209,,,,0.583,-0.713,0.131,,,0.69,-0.608,-0.082,0,,,,0.583,-0.713,0.131,1,,0.583,-0.713,0.131,1,,,0.731,-0.882,0.151,1,,,,0.731,-0.882,0.151,1,,,,,0.583,-0.713,0.131,1,,,,,0.731,-0.882,0.151,0,,,,0.731,-0.882,0.151,0,,,,0.731,-0.882,0.151,0
0.95,-0.849,-0.101,,0.582,-0.683,0.101,,0.732,-0.484,-0.247,,,,0.582,-0.683,0.101,,,0.687,-0.585,-0.102,0,,,,0.582,-0.683,0.101,1,,0.582,-0.683,0.101,1,,,0.733,-0.861,0.128,1,,,,0.733,-0.861,0.128,1,,,,,0.582,-0.683,0.101,1,,,,,0.733,-0.861,0.128,0,,,,0.733,-0.861,0.128,0,,,,0.733,-0.861,0.128,0
0.951,-0.842,-0.108,,0.557,-0.64,0.083,,0.744,-0.453,-0.291,,,,0.557,-0.64,0.083,,,0.673,-0.564,-0.109,0,,,,0.557,-0.64,0.083,1,,0.557,-0.64,0.083,1,,,0.723,-0.838,0.115,1,,,,0.723,-0.838,0.115,1,,,,,0.557,-0.64,0.083,1,,,,,0.723,-0.838,0.115,0,,,,0.723,-0.838,0.115,0,,,,0.723,-0.838,0.115,0
0.944,-0.84,-0.104,,0.511,-0.586,0.075,,0.751,-0.412,-0.339,,,,0.511,-0.586,0.075,,,0.651,-0.547,-0.104,0,,,,0.511,-0.586,0.075,1,,0.511,-0.586,0.075,1,,,0.704,-0.814,0.11,1,,,,0.704,-0.814,0.11,1,,,,,0.511,-0.586,0.075,1,,,,,0.704,-0.814,0.11,0,,,,0.704,-0.814,0.11,0,,,,0.704,-0.814,0.11,0
0.932,-0.841,-0.091,,0.45,-0.524,0.074,,0.754,-0.365,-0.389,,,,0.45,-0.524,0.074,,,0.626,-0.536,-0.09,0,,,,0.45,-0.524,0.074,1,,0.45,-0.524,0.074,1,,,0.68,-0.789,0.109,1,,,,0.68,-0.789,0.109,1,,,,,0.45,-0.524,0.074,1,,,,,0.68,-0.789,0.109,0,,,,0.68,-0.789,0.109,0,,,,0.68,-0.789,0.109,0
0.916,-0.844,-0.072,,0.383,-0.458,0.076,,0.756,-0.317,-0.439,,,,0.383,-0.458,0.076,,,0.603,-0.531,-0.072,0,,,,0.383,-0.458,0.076,1,,0.383,-0.458,0.076,1,,,0.657,-0.762,0.106,1,,,,0.657,-0.762,0.106,1,,,,,0.383,-0.458,0.076,1,,,,,0.657,-0.762,0.106,0,,,,0.657,-0.762,0.106,0,,,,0.657,-0.762,0.106,0
0.898,-0.845,-0.053,,0.32,-0.395,0.075,,0.76,-0.274,-0.486,,,,0.32,-0.395,0.075,,,0.587,-0.534,-0.053,0,,,,0.32,-0.395,0.075,1,,0.32,-0.395,0.075,1,,,0.64,-0.735,0.096,1,,,,0.64,-0.735,0.096,1,,,,,0.32,-0.395,0.075,1,,,,,0.64,-0.735,0.096,0,,,,0.64,-0.735,0.096,0,,,,0.64,-0.735,0.096,0
0.882,-0.842,-0.04,,0.272,-0.338,0.066,,0.767,-0.24,-0.527,,,,0.272,-0.338,0.066,,,0.583,-0.543,-0.04,0,,,,0.272,-0.338,0.066,1,,0.272,-0.338,0.066,1,,,0.633,-0.707,0.074,1,,,,0.633,-0.707,0.074,1,,,,,0.272,-0.338,0.066,1,,,,,0.633,-0.707,0.074,0,,,,0.633,-0.707,0.074,0,,,,0.633,-0.707,0.074,0
0.87,-0.832,-0.038,,0.249,-0.294,0.045,,0.78,-0.219,-0.561,,,,0.249,-0.294,0.045,,,0.592,-0.554,-0.038,0,,,,0.249,-0.294,0.045,1,,0.249,-0.294,0.045,1,,,0.64,-0.677,0.037,1,,,,0.64,-0.677,0.037,1,,,,,0.249,-0.294,0.045,1,,,,,0.64,-0.677,0.037,0,,,,0.64,-0.677,0.037,0,,,,0.64,-0.677,0.037,0
0.864,-0.814,-0.05,,0.255,-0.264,0.009,,0.8,-0.214,-0.586,,,,0.255,-0.264,0.009,,,0.614,-0.564,-0.049,0,,,,0.255,-0.264,0.009,1,,0.255,-0.264,0.009,1,,,0.661,-0.647,-0.014,1,,,,0.661,-0.647,-0.014,1,,,,,0.255,-0.264,0.009,1,,,,,0.661,-0.647,-0.014,0,,,,0.661,-0.647,-0.014,0,,,,0.661,-0.647,-0.014,0
0.864,-0.788,-0.076,,0.291,-0.249,-0.042,,0.826,-0.224,-0.603,,,,0.291,-0.249,-0.042,,,0.646,-0.57,-0.076,0,,,,0.291,-0.249,-0.042,1,,0.291,-0.249,-0.042,1,,,0.691,-0.616,-0.076,1,,,,0.691,-0.616,-0.076,1,,,,,0.291,-0.249,-0.042,1,,,,,0.691,-0.616,-0.076,0,,,,0.691,-0.616,-0.076,0,,,,0.691,-0.616,-0.076,0
0.87,-0.754,-0.116,,0.35,-0.246,-0.105,,0.857,-0.243,-0.613,,,,0.35,-0.246,-0.105,,,0.682,-0.567,-0.115,0,,,,0.35,-0.246,-0.105,1,,0.35,-0.246,-0.105,1,,,0.726,-0.584,-0.143,1,,,,0.726,-0.584,-0.143,1,,,,,0.35,-0.246,-0.105,1,,,,,0.726,-0.584,-0.143,0,,,,0.726,-0.584,-0.143,0,,,,0.726,-0.584,-0.143,0
0.878,-0.715,-0.163,,0.421,-0.248,-0.174,,0.888,-0.267,-0.621,,,,0.421,-0.248,-0.174,,,0.716,-0.554,-0.163,0,,,,0.421,-0.248,-0.174,1,,0.421,-0.248,-0.174,1,,,0.758,-0.551,-0.207,1,,,,0.758,-0.551,-0.207,1,,,,,0.421,-0.248,-0.174,1,,,,,0.758,-0.551,-0.207,0,,,,0.758,-0.551,-0.207,0,,,,0.758,-0.551,-0.207,0
0.885,-0.674,-0.212,,0.49,-0.249,-0.241,,0.916,-0.287,-0.629,,,,0.49,-0.249,-0.241,,,0.742,-0.531,-0.211,0,,,,0.49,-0.249,-0.241,1,,0.49,-0.249,-0.241,1,,,0.779,-0.518,-0.262,1,,,,0.779,-0.518,-0.262,1,,,,,0.49,-0.249,-0.241,1,,,,,0.779,-0.518,-0.262,0,,,,0.779,-0.518,-0.262,0,,,,0.779,-0.518,-0.262,0
0.888,-0.635,-0.253,,0.54,-0.241,-0.299,,0.938,-0.296,-0.642,,,,0.54,-0.241,-0.299,,,0.754,-0.501,-0.252,0,,,,0.54,-0.241,-0.299,1,,0.54,-0.241,-0.299,1,,,0.783,-0.483,-0.299,1,,,,0.783,-0.483,-0.299,1,,,,,0.54,-0.241,-0.299,1,,,,,0.783,-0.483,-0.299,0,,,,0.783,-0.483,-0.299,0,,,,0.783,-0.483,-0.299,0
0.883,-0.603,-0.281,,0.559,-0.217,-0.342,,0.95,-0.288,-0.662,,,,0.559,-0.217,-0.342,,,0.748,-0.468,-0.28,0,,,,0.559,-0.217,-0.342,1,,0.559,-0.217,-0.342,1,,,0.766,-0.449,-0.317,1,,,,0.766,-0.449,-0.317,1,,,,,0.559,-0.217,-0.342,1,,,,,0.766,-0.449,-0.317,0,,,,0.766,-0.449,-0.317,0,,,,0.766,-0.449,-0.317,0
0.868,-0.578,-0.291,,0.543,-0.176,-0.367,,0.951,-0.261,-0.69,,,,0.543,-0.176,-0.367,,,0.725,-0.435,-0.29,0,,,,0.543,-0.176,-0.367,1,,0.543,-0.176,-0.367,1,,,0.729,-0.413,-0.315,1,,,,0.729,-0.413,-0.315,1,,,,,0.543,-0.176,-0.367,1,,,,,0.729,-0.413,-0.315,0,,,,0.729,-0.413,-0.315,0,,,,0.729,-0.413,-0.315,0
0.843,-0.561,-0.282,,0.49,-0.117,-0.373,,0.943,-0.217,-0.726,,,,0.49,-0.117,-0.373,,,0.687,-0.406,-0.282,0,,,,0.49,-0.117,-0.373,1,,0.49,-0.117,-0.373,1,,,0.675,-0.377,-0.297,1,,,,0.675,-0.377,-0.297,1,,,,,0.49,-0.117,-0.373,1,,,,,0.675,-0.377,-0.297,0,,,,0.675,-0.377,-0.297,0,,,,0.675,-0.377,-0.297,0
0.81,-0.551,-0.259,,0.412,-0.045,-0.367,,0.928,-0.161,-0.766,,,,0.412,-0.045,-0.367,,,0.64,-0.382,-0.258,0,,,,0.412,-0.045,-0.367,1,,0.412,-0.045,-0.367,1,,,0.611,-0.341,-0.27,1,,,,0.611,-0.341,-0.27,1,,,,,0.412,-0.045,-0.367,1,,,,,0.611,-0.341,-0.27,0,,,,0.611,-0.341,-0.27,0,,,,0.611,-0.341,-0.27,0
0.771,-0.544,-0.227,,0.322,0.032,-0.354,,0.91,-0.103,-0.807,,,,0.322,0.032,-0.354,,,0.591,-0.364,-0.227,0,,,,0.322,0.032,-0.354,1,,0.322,0.032,-0.354,1,,,0.546,-0.304,-0.242,1,,,,0.546,-0.304,-0.242,1,,,,,0.322,0.032,-0.354,1,,,,,0.546,-0.304,-0.242,0,,,,0.546,-0.304,-0.242,0,,,,0.546,-0.304,-0.242,0
0.731,-0.536,-0.195,,0.238,0.107,-0.344,,0.893,-0.05,-0.843,,,,0.238,0.107,-0.344,,,0.546,-0.352,-0.195,0,,,,0.238,0.107,-0.344,1,,0.238,0.107,-0.344,1,,,0.489,-0.267,-0.222,1,,,,0.489,-0.267,-0.222,1,,,,,0.238,0.107,-0.344,1,,,,,0.489,-0.267,-0.222,0,,,,0.489,-0.267,-0.222,0,,,,0.489,-0.267,-0.222,0
0.695,-0.523,-0.172,,0.176,0.17,-0.346,,0.883,-0.012,-0.871,,,,0.176,0.17,-0.346,,,0.513,-0.342,-0.171,0,,,,0.176,0.17,-0.346,1,,0.176,0.17,-0.346,1,,,0.446,-0.23,-0.217,1,,,,0.446,-0.23,-0.217,1,,,,,0.176,0.17,-0.346,1,,,,,0.446,-0.23,-0.217,0,,,,0.446,-0.23,-0.217,0,,,,0.446,-0.23,-0.217,0
0.665,-0.502,-0.163,,0.149,0.215,-0.364,,0.88,0.008,-0.888,,,,0.149,0.215,-0.364,,,0.494,-0.331,-0.163,0,,,,0.149,0.215,-0.364,1,,0.149,0.215,-0.364,1,,,0.422,-0.192,-0.23,1,,,,0.422,-0.192,-0.23,1,,,,,0.149,0.215,-0.364,1,,,,,0.422,-0.192,-0.23,0,,,,0.422,-0.192,-0.23,0,,,,0.422,-0.192,-0.23,0
0.644,-0.47,-0.174,,0.161,0.24,-0.401,,0.887,0.007,-0.894,,,,0.161,0.24,-0.401,,,0.49,-0.316,-0.174,0,,,,0.161,0.24,-0.401,1,,0.161,0.24,-0.401,1,,,0.417,-0.154,-0.263,1,,,,0.417,-0.154,-0.263,1,,,,,0.161,0.24,-0.401,1,,,,,0.417,-0.154,-0.263,0,,,,0.417,-0.154,-0.263,0,,,,0.417,-0.154,-0.263,0
0.632,-0.428,-0.203,,0.21,0.247,-0.457,,0.901,-0.011,-0.889,,,,0.21,0.247,-0.457,,,0.498,-0.295,-0.203,0,,,,0.21,0.247,-0.457,1,,0.21,0.247,-0.457,1,,,0.427,-0.116,-0.312,1,,,,0.427,-0.116,-0.312,1,,,,,0.21,0.247,-0.457,1,,,,,0.427,-0.116,-0.312,0,,,,0.427,-0.116,-0.312,0,,,,0.427,-0.116,-0.312,0
0.626,-0.379,-0.247,,0.284,0.24,-0.524,,0.919,-0.041,-0.878,,,,0.284,0.24,-0.524,,,0.514,-0.267,-0.247,0,,,,0.284,0.24,-0.524,1,,0.284,0.24,-0.524,1,,,0.446,-0.077,-0.369,1,,,,0.446,-0.077,-0.369,1,,,,,0.284,0.24,-0.524,1,,,,,0.446,-0.077,-0.369,0,,,,0.446,-0.077,-0.369,0,,,,0.446,-0.077,-0.369,0
0.623,-0.324,-0.299,,0.37,0.227,-0.597,,0.937,-0.074,-0.863,,,,0.37,0.227,-0.597,,,0.53,-0.231,-0.299,0,,,,0.37,0.227,-0.597,1,,0.37,0.227,-0.597,1,,,0.465,-0.039,-0.426,1,,,,0.465,-0.039,-0.426,1,,,,,0.37,0.227,-0.597,1,,,,,0.465,-0.039,-0.426,0,,,,0.465,-0.039,-0.426,0,,,,0.465,-0.039,-0.426,0
0.62,-0.269,-0.35,,0.449,0.217,-0.666,,0.951,-0.101,-0.851,,,,0.449,0.217,-0.666,,,0.539,-0.189,-0.351,0,,,,0.449,0.217,-0.666,1,,0.449,0.217,-0.666,1,,,0.477,-0.001,-0.477,1,,,,0.477,-0.001,-0.477,1,,,,,0.449,0.217,-0.666,1,,,,,0.477,-0.001,-0.477,0,,,,0.477,-0.001,-0.477,0,,,,0.477,-0.001,-0.477,0
0.612,-0.218,-0.394,,0.508,0.216,-0.724,,0.958,-0.115,-0.843,,,,0.508,0.216,-0.724,,,0.536,-0.142,-0.395,0,,,,0.508,0.216,-0.724,1,,0.508,0.216,-0.724,1,,,0.477,0.038,-0.515,1,,,,0.477,0.038,-0.515,1,,,,,0.508,0.216,-0.724,1,,,,,0.477,0.038,-0.515,0,,,,0.477,0.038,-0.515,0,,,,0.477,0.038,-0.515,0
0.597,-0.172,-0.425,,0.538,0.23,-0.767,,0.955,-0.113,-0.842,,,,0.538,0.23,-0.767,,,0.519,-0.093,-0.426,0,,,,0.538,0.23,-0.767,1,,0.538,0.23,-0.767,1,,,0.461,0.076,-0.537,1,,,,0.461,0.076,-0.537,1,,,,,0.538,0.23,-0.767,1,,,,,0.461,0.076,-0.537,0,,,,0.461,0.076,-0.537,0,,,,0.461,0.076,-0.537,0
0.574,-0.134,-0.44,,0.534,0.259,-0.793,,0.941,-0.093,-0.848,,,,0.534,0.259,-0.793,,,0.486,-0.045,-0.441,0,,,,0.534,0.259,-0.793,1,,0.534,0.259,-0.793,1,,,0.431,0.114,-0.545,1,,,,0.431,0.114,-0.545,1,,,,,0.534,0.259,-0.793,1,,,,,0.431,0.114,-0.545,0,,,,0.431,0.114,-0.545,0,,,,0.431,0.114,-0.545,0
0.543,-0.103,-0.44,,0.499,0.303,-0.802,,0.919,-0.058,-0.861,,,,0.499,0.303,-0.802,,,0.442,-0.001,-0.441,0,,,,0.499,0.303,-0.802,1,,0.499,0.303,-0.802,1,,,0.39,0.153,-0.542,1,,,,0.39,0.153,-0.542,1,,,,,0.499,0.303,-0.802,1,,,,,0.39,0.153,-0.542,0,,,,0.39,0.153,-0.542,0,,,,0.39,0.153,-0.542,0
0.504,-0.078,-0.427,,0.442,0.358,-0.799,,0.891,-0.013,-0.878,,,,0.442,0.358,-0.799,,,0.391,0.037,-0.428,0,,,,0.442,0.358,-0.799,1,,0.442,0.358,-0.799,1,,,0.343,0.19,-0.533,1,,,,0.343,0.19,-0.533,1,,,,,0.442,0.358,-0.799,1,,,,,0.343,0.19,-0.533,0,,,,0.343,0.19,-0.533,0,,,,0.343,0.19,-0.533,0
0.462,-0.056,-0.406,,0.373,0.417,-0.79,,0.859,0.036,-0.895,,,,0.373,0.417,-0.79,,,0.34,0.067,-0.407,0,,,,0.373,0.417,-0.79,1,,0.373,0.417,-0.79,1,,,0.296,0.228,-0.524,1,,,,0.296,0.228,-0.524,1,,,,,0.373,0.417,-0.79,1,,,,,0.296,0.228,-0.524,0,,,,0.296,0.228,-0.524,0,,,,0.296,0.228,-0.524,0
0.418,-0.035,-0.383,,0.303,0.477,-0.779,,0.827,0.083,-0.91,,,,0.303,0.477,-0.779,,,0.293,0.091,-0.384,0,,,,0.303,0.477,-0.779,1,,0.303,0.477,-0.779,1,,,0.255,0.265,-0.521,1,,,,0.255,0.265,-0.521,1,,,,,0.303,0.477,-0.779,1,,,,,0.255,0.265,-0.521,0,,,,0.255,0.265,-0.521,0,,,,0.255,0.265,-0.521,0
0.375,-0.013,-0.361,,0.241,0.531,-0.772,,0.797,0.124,-0.921,,,,0.241,0.531,-0.772,,,0.255,0.107,-0.362,0,,,,0.241,0.531,-0.772,1,,0.241,0.531,-0.772,1,,,0.223,0.302,-0.525,1,,,,0.223,0.302,-0.525,1,,,,,0.241,0.531,-0.772,1,,,,,0.223,0.302,-0.525,0,,,,0.223,0.302,-0.525,0,,,,0.223,0.302,-0.525,0
0.333,0.011,-0.345,,0.193,0.578,-0.771,,0.77,0.155,-0.925,,,,0.193,0.578,-0.771,,,0.227,0.119,-0.346,0,,,,0.193,0.578,-0.771,1,,0.193,0.578,-0.771,1,,,0.201,0.339,-0.54,1,,,,0.201,0.339,-0.54,1,,,,,0.193,0.578,-0.771,1,,,,,0.201,0.339,-0.54,0,,,,0.201,0.339,-0.54,0,,,,0.201,0.339,-0.54,0
0.295,0.039,-0.335,,0.162,0.615,-0.777,,0.747,0.177,-0.924,,,,0.162,0.615,-0.777,,,0.21,0.126,-0.336,0,,,,0.162,0.615,-0.777,1,,0.162,0.615,-0.777,1,,,0.188,0.375,-0.563,1,,,,0.188,0.375,-0.563,1,,,,,0.162,0.615,-0.777,1,,,,,0.188,0.375,-0.563,0,,,,0.188,0.375,-0.563,0,,,,0.188,0.375,-0.563,0
0.261,0.071,-0.332,,0.146,0.644,-0.79,,0.727,0.191,-0.918,,,,0.146,0.644,-0.79,,,0.2,0.133,-0.333,0,,,,0.146,0.644,-0.79,1,,0.146,0.644,-0.79,1,,,0.184,0.411,-0.594,1,,,,0.184,0.411,-0.594,1,,,,,0.146,0.644,-0.79,1,,,,,0.184,0.411,-0.594,0,,,,0.184,0.411,-0.594,0,,,,0.184,0.411,-0.594,0
0.229,0.106,-0.334,,0.143,0.665,-0.808,,0.709,0.197,-0.906,,,,0.143,0.665,-0.808,,,0.196,0.14,-0.335,0,,,,0.143,0.665,-0.808,1,,0.143,0.665,-0.808,1,,,0.183,0.446,-0.629,1,,,,0.183,0.446,-0.629,1,,,,,0.143,0.665,-0.808,1,,,,,0.183,0.446,-0.629,0,,,,0.183,0.446,-0.629,0,,,,0.183,0.446,-0.629,0
0.199,0.143,-0.342,,0.148,0.681,-0.83,,0.693,0.199,-0.891,,,,0.148,0.681,-0.83,,,0.194,0.149,-0.343,0,,,,0.148,0.681,-0.83,1,,0.148,0.681,-0.83,1,,,0.185,0.48,-0.665,1,,,,0.185,0.48,-0.665,1,,,,,0.148,0.681,-0.83,1,,,,,0.185,0.48,-0.665,0,,,,0.185,0.48,-0.665,0,,,,0.185,0.48,-0.665,0
0.171,0.181,-0.351,,0.159,0.693,-0.853,,0.676,0.198,-0.874,,,,0.159,0.693,-0.853,,,0.191,0.161,-0.352,0,,,,0.159,0.693,-0.853,1,,0.159,0.693,-0.853,1,,,0.185,0.514,-0.698,1,,,,0.185,0.514,-0.698,1,,,,,0.159,0.693,-0.853,1,,,,,0.185,0.514,-0.698,0,,,,0.185,0.514,-0.698,0,,,,0.185,0.514,-0.698,0
0.143,0.22,-0.363,,0.172,0.704,-0.876,,0.659,0.197,-0.856,,,,0.172,0.704,-0.876,,,0.186,0.178,-0.364,0,,,,0.172,0.704,-0.876,1,,0.172,0.704,-0.876,1,,,0.181,0.547,-0.727,1,,,,0.181,0.547,-0.727,1,,,,,0.172,0.704,-0.876,1,,,,,0.181,0.547,-0.727,0,,,,0.181,0.547,-0.727,0,,,,0.181,0.547,-0.727,0
0.116,0.258,-0.374,,0.184,0.713,-0.897,,0.64,0.197,-0.836,,,,0.184,0.713,-0.897,,,0.176,0.199,-0.375,0,,,,0.184,0.713,-0.897,1,,0.184,0.713,-0.897,1,,,0.17,0.579,-0.749,1,,,,0.17,0.579,-0.749,1,,,,,0.184,0.713,-0.897,1,,,,,0.17,0.579,-0.749,0,,,,0.17,0.579,-0.749,0,,,,0.17,0.579,-0.749,0
0.088,0.296,-0.384,,0.192,0.723,-0.915,,0.619,0.198,-0.817,,,,0.192,0.723,-0.915,,,0.16,0.224,-0.385,0,,,,0.192,0.723,-0.915,1,,0.192,0.723,-0.915,1,,,0.152,0.61,-0.762,1,,,,0.152,0.61,-0.762,1,,,,,0.192,0.723,-0.915,1,,,,,0.152,0.61,-0.762,0,,,,0.152,0.61,-0.762,0,,,,0.152,0.61,-0.762,0
0.058,0.333,-0.391,,0.194,0.735,-0.929,,0.595,0.203,-0.798,,,,0.194,0.735,-0.929,,,0.139,0.253,-0.392,0,,,,0.194,0.735,-0.929,1,,0.194,0.735,-0.929,1,,,0.124,0.641,-0.765,1,,,,0.124,0.641,-0.765,1,,,,,0.194,0.735,-0.929,1,,,,,0.124,0.641,-0.765,0,,,,0.124,0.641,-0.765,0,,,,0.124,0.641,-0.765,0
